date,hour,ma_ck,title,weekday,title_new
2023-02-21,17.2,SAM,SAM: CTCP Chứng khoán Quốc Gia đăng ký bán 5.928.000 cp,Tuesday,ctcp chứng_khoán quốc_gia đăng_ký bán
2023-02-14,13.4,SAM,SAM: Nghị quyết HĐQT thông qua chủ trương giao dịch với các bên có liên quan đến công ty năm 2023,Tuesday,nghị_quyết hđqt thông_qua chủ_trương giao_dịch bên có liên_quan công_ty
2023-01-31,14.5,SAM,SAM: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-31,8.3,SAM,SAM: Giải trình chênh lệch lợi nhuận sau thuế quý 4/2022 so với quý 4/2021,Tuesday,giải_trình chênh_lệch lợi_nhuận sau thuế so
2023-01-31,16.5,SBT,"SBT121002: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu doanh nghiệp năm 2022",Tuesday,báo_cáo định_kỳ tình_hình thanh_toán gốc lãi trái_phiếu doanh_nghiệp
2023-01-31,16.2,SBT,SBT121002: Báo cáo quản trị công ty bán niên 2023,Tuesday,báo_cáo quản_trị công_ty
2023-01-31,15.0,SBT,SBT: Bổ nhiệm ông Trần Quốc Thảo giữ chức Phó TGĐ từ 30.1.2023,Tuesday,bổ_nhiệm trần quốc thảo giữ chức tgđ
2023-01-31,14.3,SBT,SBT: Báo cáo tình hình quản trị công ty 6 tháng 2022-2023,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-30,16.0,SBT,"SBT121002: Đơn vị đã CBTT Q2 NĐ 22-23 hợp nhất và không công bố được báo cáo Mẹ Q2 NĐ 22-23 do đó, đơn vị gửi dữ liệu tại mục bất thường này.",Monday,đơn_vị đã cbtt nđ hợp_nhất không_công_bố được báo_cáo mẹ nđ do_đó đơn_vị gửi dữ_liệu mục bất_thường
2023-01-27,17.2,SBT,SBT121002: Giải trình biến động kết quả kinh doanh quý 2 Niên độ 2022-2023,Friday,giải_trình biến_động kết_quả kinh_doanh niên độ
2023-01-27,11.2,SBT,SBT: Giải trình biến động KQKD quý 2 niên độ 2022-2023,Friday,giải_trình biến_động kqkd niên độ
2023-02-24,13.3,SBV,"SBV: 16.3.2023, ngày GDKHQ tham dự ĐHĐCĐ thường niên năm 2023",Friday,tham_dự đhđcđ thường_niên
2023-02-20,17.4,SBV,SBV: Nghị quyết HĐQT về ngày ĐKCC tham dự ĐHĐCĐ thường niên năm 2023,Monday,nghị_quyết hđqt tham_dự đhđcđ thường_niên
2023-02-14,17.2,SBV,SBV: Nghị quyết HĐQT v/v thông qua giao dịch với các bên có liên quan trong năm 2023,Tuesday,nghị_quyết hđqt v v thông_qua giao_dịch bên có liên_quan
2023-01-30,18.0,SBV,SBV: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-30,17.2,SBV,SBV: Giải trình chênh lệch LNST quý 4/2022 so với cùng kỳ năm trước,Monday,giải_trình chênh_lệch lnst so cùng kỳ trước
2023-01-30,16.3,SBV,Doanh nghiệp kinh doanh dây thừng duy nhất trên sàn chứng khoán báo lãi thấp kỷ lục từ khi niêm yết,Monday,doanh_nghiệp kinh_doanh dây thừng duy_nhất sàn chứng_khoán báo lãi thấp kỷ_lục khi
2023-02-20,15.2,SCD,SCD: Nhắc nhở chậm CBTT giao dịch với bên có liên quan,Monday,nhắc_nhở chậm cbtt giao_dịch bên có
2023-02-16,13.2,SCD,SCD: Nghị quyết HĐQT v/v thông qua giao dịch với Công ty Cổ phần Bao bì Sài Gòn,Thursday,nghị_quyết hđqt v v thông_qua giao_dịch công_ty cổ_phần bao_bì
2023-01-26,8.5,SCD,"Cạnh tranh khốc liệt, Sá xị Chương Dương lỗ 85 tỷ đồng trong 2 năm",Thursday,cạnh_tranh khốc_liệt sá xị chương_dương lỗ
2023-01-19,16.4,SCD,SCD: Cập nhật kết quả cải thiện lỗ và phương án khắc phục KQKD thời gian tới,Thursday,cập_nhật kết_quả cải_thiện lỗ phương_án khắc_phục kqkd thời_gian
2023-01-19,16.4,SCD,SCD: Giải trình KQKD quý 4/2022 so với cùng kỳ năm trước,Thursday,giải_trình kqkd so cùng kỳ trước
2023-01-19,16.2,SCD,SCD: Giải trình và phương án khắc phục chứng khoán bị cảnh báo,Thursday,giải_trình phương_án khắc_phục chứng_khoán bị cảnh_báo
2023-01-13,11.0,SCD,SCD: Báo cáo tình hình quản trị công ty năm 2022,Friday,báo_cáo tình_hình quản_trị công_ty
2023-02-27,9.1,SCO,SCO: Nghị quyết HĐQT v/v thông qua ngày chốt danh sách cổ đông để thực hiện quyền tham dự ĐHĐCĐ năm 2023,Monday,nghị_quyết hđqt v v thông_qua danh_sách cổ_đông thực_hiện quyền tham_dự đhđcđ
2023-02-27,9.1,SCO,SCO: Công văn v/v chốt danh sách cổ đông ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐ năm 2023,Monday,công_văn v v chốt danh_sách cổ_đông thực_hiện quyền tham_dự đhđcđ
2023-01-10,14.0,SCO,SCO: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-02-14,10.3,SD1,SD1: Thông báo về việc điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo việc điều_chỉnh tình_trạng
2023-02-14,10.3,SD1,SD1: Quyết định đưa vào diện cảnh báo,Tuesday,quyết_định đưa diện
2023-02-03,16.4,SD5,"SD5: 8.2.2023, ngày GDKHQ trả cổ tức bằng tiền mặt (750đ/cp)",Friday,trả cổ_tức tiền_mặt
2023-01-27,16.4,SD5,SD5: Báo cáo quản trị công ty năm 2022,Friday,báo_cáo quản_trị công_ty
2023-01-19,10.5,SD5,SD5: Thông báo ngày đăng ký cuối cùng và ngày chi trả cổ tức năm 2021,Thursday,cuối_cùng cổ_tức
2023-01-19,9.4,SD5,SD5: Nghị quyết về việc phê duyệt trả cổ tức năm 2021 bằng tiền,Thursday,nghị_quyết việc phê_duyệt trả cổ_tức tiền
2023-02-20,8.4,SD6,SD6: Nghị quyết HĐQT phê duyệt kế hoạch tổ chức ĐHĐCĐ TN 2023,Monday,nghị_quyết hđqt phê_duyệt kế_hoạch tổ_chức đhđcđ
2023-01-31,15.2,SDJ,SDJ: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-02-02,14.5,SDP,SDP: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-16,12.0,SDY,SDY: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-14,8.4,SGO,SGO: Quyết định về việc đưa vào diện đình chỉ giao dịch,Tuesday,quyết_định việc đưa diện đình_chỉ
2023-02-24,17.2,SGT,SGT: Quyết định HĐQT về ngày ĐKCC tổ chức ĐHĐCĐ thường niên năm 2023,Friday,quyết_định hđqt tổ_chức đhđcđ thường_niên
2023-02-01,17.3,SGT,SGT: Đính chính chức danh Ông Lê Nguyễn Hoàng Anh và ngày ký BCTC HN quý 4/2022,Wednesday,đính_chính chức_danh lê_nguyễn_hoàng_anh ký bctc hn
2023-01-31,15.2,SGT,SGT: Giải trình phương án khắc phục tình trạng chứng khoán bị cảnh báo quý 4/2022,Tuesday,giải_trình phương_án khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-01-31,14.3,SGT,SGT: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-18,18.1,SGT,SGT: Bà Lê Thị Kim Nhung - TV.BKS đã bán 43.600 cp (đính chính),Wednesday,lê_thị_kim nhung tv bks đã bán cp
2023-01-16,17.4,SGT,SGT: Quyết định HĐQT ban hành quy chế CBTT 2023,Monday,quyết_định hđqt ban_hành quy_chế
2023-01-10,16.2,SGT,SGT: Bà Lê Thị Kim Nhung - TV.BKS đã bán 43.600 cp,Tuesday,lê_thị_kim nhung tv bks đã bán
2023-02-09,9.4,SII,Loạt doanh nghiệp đối mặt với án hủy niêm yết,Thursday,doanh_nghiệp đối_mặt án hủy
2023-01-30,13.0,SII,Lộ diện các doanh nghiệp lỗ lớn năm 2022,Monday,lộ diện doanh_nghiệp lỗ lớn
2023-01-19,11.1,SII,SII: Lưu ý Công ty về khả năng hủy niêm yết,Thursday,lưu_ý công_ty khả_năng hủy
2023-01-17,18.0,SII,SII: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-17,17.5,SII,SII: Giải trình cổ phiếu bị kiểm soát do KQKD,Tuesday,giải_trình cổ_phiếu bị kiểm_soát
2023-01-11,16.3,SII,SII: Nghị quyết HĐQT về phương án thoái vốn tại CTCP nước Sài Gòn - An Khê,Wednesday,nghị_quyết hđqt phương_án thoái vốn ctcp nước sài_gòn
2023-01-11,16.3,SII,SII: Nghị quyết HĐQT v/v giải thể Công ty TNHH MTV Đầu tư Nước SGN,Wednesday,nghị_quyết hđqt v v giải_thể công_ty tnhh mtv đầu_tư nước
2023-02-10,19.0,SJC,Doanh nghiệp có ca sỹ Khánh Phương là cổ đông lớn thua lỗ nặng,Sunday,doanh_nghiệp có ca sỹ khánh phương là cổ_đông lớn thua_lỗ nặng
2023-01-31,19.5,SJC,SJC: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-01-19,11.2,SJC,SJC: Cổ đông lớn Nguyễn Thanh Hải đã mua 33.600 CP,Thursday,cổ_đông lớn nguyễn thanh_hải đã mua
2023-01-16,11.3,SJC,"Ca sỹ “Chiếc khăn gió ấm” tham gia HĐQT, một cổ phiếu bất động sản tăng gấp 9 lần sau chưa đầy 5 tháng",Monday,ca sỹ khăn gió ấm tham_gia hđqt cổ_phiếu bất_động_sản tăng gấp sau chưa đầy_tháng
2023-01-30,18.5,SJD,SJD: CBTT tình hình khắc phục việc CK bị đưa vào diện kiểm soát và giải trình BCTC Q4/2022,Monday,cbtt tình_hình khắc_phục việc ck bị đưa diện kiểm_soát giải_trình
2023-01-19,14.2,SJD,SJD: Báo cáo tình hình quản trị công ty năm 2022,Thursday,báo_cáo tình_hình quản_trị công_ty
2023-02-16,13.2,SMA,SMA: Nghị quyết HĐQT v/v vay vốn của công ty,Thursday,nghị_quyết hđqt v v vay vốn công_ty
2023-02-08,15.3,SMA,SMA: Thay đổi địa chỉ website,Wednesday,thay_đổi địa_chỉ
2023-02-01,15.1,SMA,SMA: Giải trình khắc phục tình trạng chứng khoán bị cảnh báo,Wednesday,giải_trình khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-01-30,17.2,SMA,SMA: Giải trình KQKD quý 4/2022 so với cùng kỳ năm trước,Monday,giải_trình kqkd so cùng kỳ trước
2023-01-19,16.5,SMA,SMA: Báo cáo tình hình quản trị công ty năm 2022,Thursday,báo_cáo tình_hình quản_trị công_ty
2023-02-24,12.5,SP2,SP2: Bổ nhiệm ông Bùi Quế Lâm giữ chức Phó TGĐ từ 01/03/2023,Friday,bổ_nhiệm bùi quế_lâm giữ chức tgđ
2023-02-20,9.0,SP2,SP2: Thông báo về trạng thái chứng khoán,Monday,thông_báo trạng_thái
2023-02-20,8.5,SP2,SP2: Quyết định về việc đưa ra khỏi diện hạn chế giao dịch,Monday,quyết_định việc đưa ra khỏi diện hạn_chế
2023-02-15,10.4,SP2,SP2: Giải trình liên quan đến Báo cáo tài chính kiểm toán năm 2022,Wednesday,giải_trình liên_quan báo_cáo tài_chính kiểm_toán
2023-02-10,16.3,SP2,"SP2: 27.2.2023, ngày GDKHQ Đại hội đồng cổ đông thường niên năm 2023",Friday,đại_hội_đồng cổ_đông thường_niên
2023-02-07,11.4,SP2,SP2: Thông báo ngày ĐKCC dự kiến để tổ chức Đại hội đồng cổ đông thường niên năm 2023,Tuesday,dự_kiến tổ_chức đại_hội_đồng cổ_đông thường_niên
2023-01-17,15.0,SP2,SP2: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-02-24,11.0,STT,STT: Ký kết hợp đồng kiểm toán,Friday,ký_kết hợp_đồng
2023-02-22,9.3,STT,STT: Nghị quyết HĐQT v/v lựa chọn công ty kiểm toán BCTC năm 2022,Wednesday,nghị_quyết hđqt v v lựa_chọn công_ty kiểm_toán bctc
2023-02-02,14.3,STT,STT: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-14,8.4,TBH,TBH: Quyết định về việc đưa vào diện cảnh báo,Tuesday,quyết_định việc đưa diện
2023-02-22,9.5,TCJ,TCJ: Cổ đông lớn Nguyễn Thanh Hiền đã mua 113.400 CP,Wednesday,cổ_đông lớn thanh đã mua
2023-02-01,15.0,TCJ,TCJ: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-18,9.5,TCK,TCK: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-31,17.4,TCR,TCR: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-27,17.2,TCR,TCR: Giải trình chênh lệch lợi nhuận BCTC HN và Cty mẹ quý 4/2022 so với cùng kỳ năm trước,Friday,giải_trình chênh_lệch lợi_nhuận bctc hn cty mẹ so cùng kỳ trước
2023-01-27,11.2,TCR,TCR: Lộ trình khắc phục LNST chưa phân phối đến quý 4/2022,Friday,lộ_trình khắc_phục lnst chưa phân_phối
2023-02-24,16.1,TDH,TDH: TCBC và CĐ về kết luận điều tra bổ sung vụ án hình sự liên quan đến hoạt động của Thủ Đức House,Friday,tcbc cđ kết_luận điều_tra bổ_sung vụ_án hình_sự liên_quan hoạt_động thủ_đức
2023-02-08,0.0,TDH,"Các siêu cổ phiếu từng có thị giá cao “ngất ngưởng” hàng trăm nghìn đồng, giờ ra sao?",Wednesday,cổ_phiếu từng có thị_giá cao_ngất_ngưởng hàng giờ ra
2023-02-03,8.5,TDH,Một công ty bất động sản chỉ còn vỏn vẹn 3 tỷ tiền mặt và tiền gửi,Friday,công_ty bất_động_sản chỉ còn vỏn_vẹn tiền_mặt tiền gửi
2023-01-31,15.3,TDH,TDH: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-31,8.4,TDH,"TDH: Báo cáo tình hình khắc phục tình trạng chứng khoán bị kiểm soát, hạn chế giao dịch",Tuesday,báo_cáo tình_hình khắc_phục tình_trạng chứng_khoán bị kiểm_soát hạn_chế
2023-01-18,13.2,TDH,"Sau gần 1 năm cam kết lấy lại chợ nông sản chưa thành, Thuduc House (TDH) đâm đơn kiện",Wednesday,sau gần cam_kết lấy lại chợ nông_sản chưa thành thuduc house đâm_đơn kiện
2023-01-17,16.3,TDH,TDH: Thông cáo báo chí liên quan đến Chợ Nông Sản Thủ Đức,Tuesday,thông_cáo báo_chí liên_quan chợ nông_sản
2023-01-09,17.0,TDH,TDH: Thông qua chủ trương giao dịch với các bên có liên quan năm 2023,Monday,thông_qua chủ_trương giao_dịch bên có liên_quan
2023-02-07,17.1,TGG,TGG: Thông báo họp và tài liệu họp ĐHĐCĐ bất thường năm 2023,Tuesday,thông_báo họp tài_liệu họp đhđcđ bất_thường
2023-02-07,14.5,TGG,TGG: Ông Ngô Quang Tuấn - CĐL đã mua 166.000 cp,Tuesday,ngô quang tuấn cđl đã mua
2023-01-31,14.5,TGG,TGG: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-30,18.3,TGG,TGG: Giải trình KQKD HN và riêng quý 4/2022 so với cùng kỳ năm trước,Monday,giải_trình kqkd hn riêng so cùng kỳ trước
2023-01-19,11.1,TGG,"TGG: 2.2.2023, ngày GDKHQ tham dự ĐHĐCĐ bất thường năm 2023",Thursday,tham_dự đhđcđ bất_thường
2023-01-13,14.2,TGG,TGG: Nghị quyết HĐQT v/v triệu tập ĐHĐCĐ bất thường năm 2023,Friday,nghị_quyết hđqt v v triệu_tập đhđcđ bất_thường
2023-01-10,17.3,TGG,TGG: CBTT thanh lý hợp đồng kiểm toán,Tuesday,cbtt thanh_lý hợp_đồng
2023-01-30,19.4,TH1,TH1: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-01-09,9.0,TH1,TH1: Nghị quyết HĐQT thông qua kết quả hoạt động SXKD năm 2022 và kế hoạch năm 2023,Monday,nghị_quyết hđqt thông_qua kết_quả hoạt_động kế_hoạch
2023-01-31,17.3,TNI,TNI: Giải trình phương án khắc phục tình trạng chứng khoán bị cảnh báo quý 4/2022,Tuesday,giải_trình phương_án khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-01-30,13.0,TNI,Lộ diện các doanh nghiệp lỗ lớn năm 2022,Monday,lộ diện doanh_nghiệp lỗ lớn
2023-01-19,13.4,TNI,TNI: Giải trình chênh lệch lợi nhuận quý 4/2022 so với cùng kỳ năm trước,Thursday,giải_trình chênh_lệch lợi_nhuận so cùng kỳ trước
2023-01-18,16.3,TNI,TNI: Báo cáo tình hình quản trị công ty năm 2022,Wednesday,báo_cáo tình_hình quản_trị công_ty
2023-01-13,14.2,TNI,TNI: Nghị quyết HĐQT thông qua chủ trương giao dịch mau bán hàng hóa với CTCP Thép Sài Gòn,Friday,nghị_quyết hđqt thông_qua chủ_trương giao_dịch mau bán hàng_hóa ctcp thép
2023-02-10,10.1,TNM,TNM: Ông Nguyễn Văn Cưng - Phó Chủ tịch HĐQT đã bán 20.900 CP,Friday,nguyễn_văn_cưng chủ_tịch hđqt đã bán
2023-01-30,11.5,TNM,"TNM: 7.2.2023, ngày GDKHQ lấy ý kiến cổ đông bằng văn bản",Monday,lấy ý_kiến cổ_đông văn_bản
2023-01-17,9.5,TNM,TNM: Thông báo ngày đăng ký cuối cùng dự kiến để lấy ý kiến cổ đông bằng văn bản,Tuesday,thông_báo cuối_cùng dự_kiến lấy ý_kiến cổ_đông văn_bản
2023-01-12,14.3,TNM,TNM: Ông Nguyễn Văn Cưng - Phó Chủ tịch HĐQT đăng ký bán 25.960 CP,Thursday,nguyễn_văn_cưng chủ_tịch hđqt đăng_ký bán
2023-02-22,15.2,TOP,TOP: Ông Nguyễn Ngọc Dưỡng - Chủ tịch HĐQT đăng ký mua 500.000 CP,Wednesday,nguyễn_ngọc_dưỡng chủ_tịch hđqt đăng_ký mua
2023-02-22,15.2,TOP,TOP: Ông Đặng Đức Lợi - Giám đốc đăng ký bán 443.600 CP,Wednesday,đặng_đức lợi giám_đốc đăng_ký bán
2023-02-16,15.0,TOP,TOP: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-14,10.2,TOP,TOP: Thông báo về việc điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo việc điều_chỉnh tình_trạng
2023-02-14,10.2,TOP,TOP: Quyết định về việc đưa vào diện cảnh báo,Tuesday,quyết_định việc đưa diện
2023-01-19,13.4,TOP,TOP: Ông Vũ Đình Phúc - Ủy viên HĐQT đã bán 300.000 CP,Thursday,vũ_đình phúc ủy_viên hđqt đã bán
2023-01-16,11.4,TOP,TOP: Công bố nhận được đơn xin từ nhiệm chức vụ thành viên HĐQT của ông Vũ Đình Phúc,Monday,công_bố nhận được đơn xin nhiệm_chức_vụ thành_viên hđqt vũ_đình
2023-02-14,8.4,TS4,TS4: Quyết định về việc đưa vào diện đình chỉ giao dịch,Tuesday,quyết_định việc đưa diện đình_chỉ
2023-01-17,16.5,TS4,TS4: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-02-15,10.4,TSD,"TSD: Nghị quyết HĐQT thông qua quyết toán BCTC 2022, kế hoạch 2023 và bổ nhiệm chức vụ Phó giám đốc",Wednesday,nghị_quyết hđqt thông_qua quyết_toán bctc kế_hoạch bổ_nhiệm chức vụ phó
2023-02-15,8.2,TSD,TSD: Bổ nhiệm ông Võ Quang Hòa giữ chức Phó giám đốc từ 14/02/2023,Wednesday,bổ_nhiệm võ quang hòa_giữ chức giám_đốc
2023-01-30,14.2,TSD,TSD: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-01-16,18.0,TSD,TSD: Giải trình chậm công bố thông tin việc ký hợp đồng kiểm toán,Monday,giải_trình chậm công_bố thông_tin việc ký hợp_đồng
2023-02-01,15.3,TTF,"Giảm lỗ trong quý 4, Gỗ Trường Thành (TTF) báo lãi ròng 11 tỷ đồng cả năm",Wednesday,giảm lỗ gỗ trường_thành báo lãi_ròng
2023-01-31,17.3,TTF,TTF: Giải trình biến động KQKD quý 4/2022 so với cùng kỳ năm trước,Tuesday,giải_trình biến_động kqkd so cùng kỳ trước
2023-01-31,15.5,TTF,TTF: Giải trình phương án khắc phục tình trạng chứng khoán bị cảnh báo,Tuesday,giải_trình phương_án khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-01-19,14.3,TTF,TTF: Báo cáo tình hình quản trị công ty năm 2022,Thursday,báo_cáo tình_hình quản_trị công_ty
2023-01-12,17.5,TTF,TTF: Ông Võ Quốc Lợi - TV.HĐQT đã mua 1.000.000 cp,Thursday,võ quốc lợi tv hđqt đã mua
2023-01-09,10.5,TTF,TTF: Nghị quyết HĐQT về phương án vay vốn ngắn hạn ngân hàng đối với CT TNHH MTV Sứ Thiên Thanh,Monday,nghị_quyết hđqt về phương_án vay vốn ngắn_hạn ngân_hàng đối_với ct tnhh mtv sứ
2023-02-23,17.2,UDC,UDC: Nghị quyết HĐQT thông qua phương án sử dụng tài sản đảm bảo nghĩa vụ thanh toán,Thursday,nghị_quyết hđqt thông_qua phương_án sử_dụng tài_sản đảm_bảo nghĩa_vụ
2023-02-14,9.2,UDC,Hàng loạt cổ phiếu có nguy cơ bị huỷ niêm yết do nhiều năm thua lỗ triền miên,Tuesday,hàng_loạt cổ_phiếu có nguy_cơ bị huỷ niêm_yết nhiều
2023-02-08,19.3,UDC,"Loạt doanh nghiệp lỗ triền miên, cổ phiếu vào 'tầm ngắm' phải rời sàn",Wednesday,doanh_nghiệp lỗ triền_miên cổ_phiếu tầm ngắm phải rời sàn
2023-02-03,16.0,UDC,UDC: Lưu ý công ty về khả năng hủy niêm yết,Friday,lưu_ý công_ty khả_năng hủy
2023-02-03,16.0,UDC,UDC: Kết quả thực hiện lộ trình khắc phục tình trạng chứng khoán bị kiểm soát,Friday,kết_quả thực_hiện lộ_trình khắc_phục tình_trạng chứng_khoán bị kiểm_soát
2023-01-27,16.3,UDC,UDC: Báo cáo tình hình quản trị công ty năm 2022,Friday,báo_cáo tình_hình quản_trị công_ty
2023-02-17,8.5,V11,V11: Báo cáo quản trị công ty năm 2022,Friday,báo_cáo quản_trị công_ty
2023-02-21,10.3,VAT,"VAT: Cổ đông lớn Trần Kim Phượng đã bán 900 CP, đã mua 50.300 CP",Tuesday,cổ_đông lớn trần kim_phượng đã bán cp đã mua
2023-02-14,9.3,VAT,VAT: Quyết định về việc đưa vào diện đình chỉ giao dịch,Tuesday,quyết_định việc đưa diện đình_chỉ
2023-02-14,9.0,VAT,VAT: Quyết định về việc đưa vào diện cảnh báo,Tuesday,quyết_định việc đưa diện
2023-01-19,14.0,VAT,VAT: Cổ đông lớn Trần Kim Phượng đã mua 1.200 CP,Thursday,cổ_đông lớn trần kim_phượng đã mua
2023-02-07,21.1,VC5,VC5: Cổ đông lớn Hồ Trung Đông đã mua 50.300 CP,Tuesday,cổ_đông lớn hồ trung_đông đã mua
2023-02-07,21.1,VC5,VC5:Cổ đông lớn Hồ Trung Đông đã mua 101.200 CP,Tuesday,cổ_đông lớn hồ trung_đông đã mua
2023-02-07,16.3,VC5,"VC5: Ông Hồ Trung Đông đã mua 49.900 CP, trở thành CĐL từ 14/10/2022",Tuesday,hồ trung_đông đã mua cp trở_thành cđl
2023-02-23,11.4,VCT,VCT: Thông báo ngày ĐKCC dự kiến để thực hiện quyền tham dự ĐHĐCĐ thường niên 2023,Thursday,thông_báo dự_kiến thực_hiện quyền tham_dự đhđcđ
2023-01-30,22.5,VCT,VCT: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-01-17,12.1,VES,VES: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-01-31,17.3,VFG,VFG: Thông báo v/v chấm dứt đầu tư ra nước ngoài,Tuesday,thông_báo v v chấm_dứt đầu_tư ra
2023-01-30,18.3,VFG,VFG: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-19,17.4,VFG,"VFG: 7.2.2023, ngày GDKHQ chi tạm ứng cổ tức đợt 2 năm 2022 (1.000 đ/cp)",Thursday,tạm_ứng cổ_tức đợt
2023-01-19,16.2,VFG,VFG: CBTT v/v khắc phục diện kiểm soát do có ý kiến ngoại trừ,Thursday,cbtt v v khắc_phục diện kiểm_soát có ý_kiến
2023-01-18,16.2,VFG,VFG: Ngày ĐKCC chốt danh sách cổ đông để chi trả cổ tức đợt 2 năm 2022,Wednesday,chốt danh_sách cổ_đông chi_trả cổ_tức đợt
2023-01-17,16.1,VFG,VFG: Giải trình chênh lệch lợi nhuận sau thuế quý 4/2022 so với quý 4/2021,Tuesday,giải_trình chênh_lệch lợi_nhuận sau thuế so
2023-01-17,16.0,VFG,VFG: Nghị quyết HĐQT số 01 ngày 16/01/2023,Tuesday,nghị_quyết hđqt số
2023-01-17,16.0,VFG,VFG: Nghị quyết HĐQT v/v thông qua giao dịch với người có liên quan trong năm 2023,Tuesday,nghị_quyết hđqt v v thông_qua giao_dịch người có liên_quan
2023-02-10,15.1,VIR,VIR: Báo cáo quản trị công ty năm 2022,Friday,báo_cáo quản_trị công_ty
2023-01-13,16.4,VIR,VIR: Nghị quyết Hội đồng quản trị về việc hạch toán bổ sung các khoản nộp ngân sách nhà nước,Friday,nghị_quyết hội_đồng_quản_trị việc hạch_toán bổ_sung khoản nộp ngân_sách
2023-01-12,10.1,VNI,VNI: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-24,13.2,VOS,"VOS: 9.3.2023, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2023",Friday,tổ_chức đhđcđ thường_niên
2023-02-17,16.4,VOS,VOS: Ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2023,Friday,thực_hiện quyền tham_dự đhcđ thường_niên
2023-02-17,16.1,VOS,VOS: Nghị quyết HĐQT về chủ trương tổ chức họp ĐHĐCĐ thường niên 2023,Friday,nghị_quyết hđqt chủ_trương tổ_chức họp đhđcđ
2023-01-31,16.0,VOS,VOS: Biện pháp và lộ trình khắc phục tình trạng chứng khoán bị cảnh báo,Tuesday,biện_pháp lộ_trình khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-01-30,17.2,VOS,VOS: Giải trình chênh lệch doanh thu và lợi nhuận quý 4/2022 và năm 2022,Monday,giải_trình chênh_lệch doanh_thu lợi_nhuận
2023-01-30,13.0,VOS,Lộ diện các doanh nghiệp lỗ lớn năm 2022,Monday,lộ diện doanh_nghiệp lỗ lớn
2023-02-01,15.1,VPC,VPC: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-23,16.3,VSF,VSF: Nghị quyết HĐQT v/v triệu tập họp ĐHĐCĐ thường niên 2023,Thursday,nghị_quyết hđqt v v triệu_tập họp đhđcđ
2023-02-14,10.2,VSF,VSF: Thông báo về việc điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo việc điều_chỉnh tình_trạng
2023-02-14,10.2,VSF,VSF: Quyết định đưa ra khỏi diện hạn chế giao dịch,Tuesday,quyết_định đưa ra khỏi diện hạn_chế
